site,type,tmp_id,brw_count,species,visit,Stage,wpt,brw,lat,lon,elevation,time,date,width,height,diggings,smell,feathers,scat,nest_mat,chick_down,eggshell,runway,recent_sign,contents,cam_content,bs_content,pb_content,ctrap_content,status,est_vs_status_cam,est_vs_status_bs,In or out of site,playback_resp,obs_method,Burrow marker type,Notes,Burrowscoper
SLBC1,AP,,0,,1,Incubation,1181,,-54.57226401,158.896153,167.41687,5:09:17,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLBC1,AP,,0,Antarctic Prion,1,Incubation,1182,,-54.57228304,158.896136,161.717636,5:10:41,22/12/2017,,,n,n,n,n,n,n,n,,,,,,occupied,,,,,,Y,,New - wood,,
SLBC1,AP,,0,,1,Incubation,1183,,-54.57235596,158.896122,168.427887,5:11:24,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLBC1,AP,,0,Antarctic Prion,1,Incubation,1184,,-54.57236703,158.896092,168.88768,5:12:04,22/12/2017,,,n,n,n,n,n,n,n,,,,,,occupied,,,,,,Y,,New - wood,,
SLBC1,AP,,0,,1,Incubation,1185,,-54.57248596,158.896074,170.998947,5:12:58,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLBC1,AP,,0,,1,Incubation,1186,,-54.57257004,158.896055,175.812515,5:15:19,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLC1,AP,,0,Antarctic Prion,1,Incubation,1187,,-54.57261999,158.896085,174.791992,5:16:34,22/12/2017,,,n,n,n,n,n,n,n,,,,,,occupied,,,,,,Y,,New - wood,,
SLC1,AP,,0,,1,Incubation,1188,,-54.57262401,158.896079,176.264893,5:17:09,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLC1,AP,,0,Antarctic Prion,1,Incubation,1189,,-54.57261697,158.896064,174.229767,5:17:24,22/12/2017,,,n,n,n,n,n,n,n,,,,,,occupied,,,,,,Y,,New - wood,,
SLC1,AP,,0,,1,Incubation,1190,,-54.57260197,158.896065,173.348587,5:18:03,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLC1,AP,,0,,1,Incubation,1191,,-54.572622,158.89604,175.266266,5:18:15,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLC1,AP,,0,Antarctic Prion,1,Incubation,1192,,-54.57261999,158.896019,177.061569,5:19:31,22/12/2017,,,n,n,n,n,n,n,n,,,,,,occupied,,,,,,Y,,New - wood,,
SLC1,AP,,0,,1,Incubation,1193,,-54.57263499,158.896069,175.537689,5:19:52,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLC1,AP,,0,,1,Incubation,1194,,-54.57263499,158.896068,175.505997,5:19:55,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLC1,AP,,0,,1,Incubation,1195,,-54.57265704,158.896035,176.661652,5:21:59,22/12/2017,,,n,n,n,n,n,n,n,,,,,,,,,,,,N,,New - wood,,
SLC1.5,AP,,0,,1,Incubation,1172,,-54.57260197,158.895882,176.349365,4:38:25,22/12/2017,36,12,n,n,n,y,n,n,n,,,,,,,,,,,,,,New - wood,,
PLAB3,AP,,0,,1,Incubation,1508,,-54.58669597,158.893037,179.099304,0:26:28,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLAB3,AP,,0,Antarctic Prion,1,Incubation,1509,,-54.58672497,158.893067,180.322495,0:28:02,4/01/2018,,,,,,,,,,,,,,,occupied,,,,,,Y,,,,
PLAB3,AP,,0,,1,Incubation,1510,,-54.586744,158.893048,181.730408,0:28:55,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLAB3,AP,,0,Antarctic Prion,1,Incubation,1511,,-54.58673897,158.893056,181.934265,0:29:29,4/01/2018,,,,,,,,,,,,,,,occupied,,,,,,Y,,,,
PLAB3,AP,,0,,1,Incubation,1512,,-54.58672103,158.893025,182.749725,0:30:03,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLAB3,AP,,0,Antarctic Prion,1,Incubation,1513,,-54.58672003,158.893018,179.099365,0:30:34,4/01/2018,,,,,,,,,,,,,,,occupied,,,,,,Y,,,,
PLAB3,AP,,0,,1,Incubation,1514,,-54.586729,158.893033,184.463608,0:31:18,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLAB3,AP,,0,,1,Incubation,1515,,-54.58676001,158.893028,183.39978,0:32:24,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLAB3,AP,,0,Antarctic Prion,1,Incubation,1516,,-54.58676202,158.893025,183.545639,0:32:27,4/01/2018,,,,,,,,,,,,,,,occupied,,,,,,Y,,,,
PLAB3,AP,,0,,1,Incubation,1517,,-54.58676202,158.89301,181.792862,0:33:25,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLAB3,AP,,0,Antarctic Prion,1,Incubation,1518,,-54.58675004,158.893013,182.701538,0:34:29,4/01/2018,,,,,,,,,,,,,,,occupied,,,,,,Y,,,,
PLAB3,AP,,0,Antarctic Prion,1,Incubation,1519,,-54.58675297,158.892997,181.580322,0:34:55,4/01/2018,,,,,,,,,,,,,,,occupied,,,,,,Y,,,,
PLAB3,AP,,0,,1,Incubation,1520,,-54.586874,158.892666,188.657669,0:38:05,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLB3,AP,,0,,1,Incubation,1521,,-54.58700401,158.892608,191.790115,0:39:56,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLB3,AP,,0,,1,Incubation,1522,,-54.58700703,158.892578,192.610107,0:41:16,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLBC3,AP,,0,,1,Incubation,1523,,-54.58703997,158.892332,196.012222,0:45:54,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLBC3,AP,,0,,1,Incubation,1524,,-54.587061,158.892304,195.341263,0:47:55,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLBC3,AP,,0,,1,Incubation,1525,,-54.58709797,158.892255,196.368774,0:50:15,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
PLBC3,AP,,0,,1,Incubation,1526,,-54.58710602,158.892243,196.988037,0:51:57,4/01/2018,,,,,,,,,,,,,,,,,,,,,N,,,,
