site,type,tmp_id,brw_count,species,visit,Stage,wpt,brw,lat,lon,elevation,time,date,width,height,diggings,smell,feathers,scat,nest_mat,chick_down,eggshell,runway,recent_sign,contents,cam_content,bs_content,pb_content,ctrap_content,status,est_vs_status_cam,est_vs_status_bs,In or out of site,playback_resp,obs_method,Burrow marker type,Notes,Burrowscoper
,SS,,0,,1,Non-breeding,347,,-54.627127,158.825564,90.052101,3:00:52,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,348,,-54.62707797,158.825654,99.235886,3:02:15,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,349,,-54.62708602,158.825579,93.62709,3:02:46,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,350,,-54.62712499,158.825636,91.3983,3:04:52,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,351,,-54.62699499,158.825509,84.19632,3:08:30,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,353,,-54.62736002,158.827021,97.194496,3:29:51,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,354,,-54.62755498,158.8277,116.319786,3:35:03,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,355,,-54.62754702,158.82777,119.549011,3:35:31,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,356,,-54.62754903,158.827763,119.596954,3:35:32,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,357,,-54.62743697,158.828224,131.500824,3:38:08,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,364,,-54.62137199,158.826963,127.07177,4:55:47,16/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,366,,-54.69634501,158.806277,119.546844,0:57:31,18/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,367,,-54.69638198,158.806214,116.516846,0:59:56,18/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,369,,-54.69646404,158.806247,117.289619,1:04:54,18/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,370,,-54.69639497,158.806197,116.343544,1:06:14,18/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,371,,-54.69639899,158.806161,117.28418,1:06:43,18/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,373,,-54.696314,158.806014,115.622108,1:12:10,18/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,429,,-54.68658504,158.812533,174.025528,0:48:22,21/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,430,,-54.68658303,158.81258,174.317413,0:50:02,21/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,431,,-54.68658102,158.812581,174.172913,0:50:11,21/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,432,,-54.68656702,158.812629,173.7836,0:50:35,21/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,450,,-54.73155504,158.801639,94.597473,0:09:08,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,451,,-54.73154901,158.801109,96.877914,0:11:13,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,452,,-54.73145597,158.800685,90.914917,0:12:50,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,453,,-54.73132504,158.800518,79.827812,0:14:37,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,455,,-54.73100301,158.800412,58.311157,0:22:08,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,456,,-54.73100896,158.800407,58.827774,0:22:11,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,457,,-54.731001,158.800403,58.214523,0:22:15,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,458,,-54.73092296,158.800402,49.005386,0:24:05,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,459,,-54.73092296,158.800401,49.089104,0:24:07,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,460,,-54.730916,158.800488,50.872387,0:24:40,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,461,,-54.73146804,158.79875,60.88504,0:37:21,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,462,,-54.73135304,158.798299,51.959423,0:40:47,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,463,,-54.73135698,158.798302,51.813431,0:40:49,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,464,,-54.73136997,158.798385,47.714249,0:41:50,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,465,,-54.73139604,158.798363,51.2785,0:42:12,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,466,,-54.73141599,158.798334,52.198254,0:42:18,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,467,,-54.73160701,158.79896,73.488029,0:45:18,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,468,,-54.72147002,158.806987,50.263985,2:34:07,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,469,,-54.72157303,158.808907,87.821877,2:46:15,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,470,,-54.72157597,158.808891,86.662926,2:46:22,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,471,,-54.72154202,158.808939,87.582504,2:46:38,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,472,,-54.72154596,158.808954,86.728722,2:46:57,23/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,498,,-54.66704196,158.880925,188.84465,2:37:31,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,499,,-54.66703601,158.880938,188.44133,2:37:34,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,500,,-54.66699896,158.88083,188.214264,2:37:58,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,501,,-54.66698798,158.88083,189.059158,2:38:07,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,502,,-54.66696904,158.880904,189.525757,2:38:22,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,503,,-54.66697499,158.880941,189.474854,2:38:37,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,504,,-54.66688598,158.880906,188.474609,2:39:04,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,505,,-54.66691799,158.880916,188.177765,2:39:13,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,506,,-54.66692302,158.880924,187.894577,2:39:20,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,507,,-54.66708697,158.881096,181.473785,2:41:38,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,508,,-54.66708999,158.881105,180.784698,2:41:40,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,509,,-54.667091,158.881117,180.484756,2:41:42,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,510,,-54.66705898,158.881199,177.295441,2:41:57,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,511,,-54.66708999,158.881191,172.373199,2:42:28,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,512,,-54.66708697,158.881267,169.224106,2:42:47,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,513,,-54.66710198,158.881279,168.201965,2:42:56,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,514,,-54.66710298,158.881235,167.370163,2:43:05,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,515,,-54.66711204,158.881316,167.480774,2:43:20,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,516,,-54.66710198,158.881336,167.563797,2:43:48,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,517,,-54.66573698,158.88384,153.53215,3:03:04,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,518,,-54.66571301,158.883841,152.984604,3:03:11,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,519,,-54.66572299,158.883869,152.941345,3:03:17,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,520,,-54.66571704,158.883861,152.865295,3:03:20,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,521,,-54.66571804,158.883888,152.622772,3:03:46,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,522,,-54.66574201,158.883882,152.076584,3:03:55,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,523,,-54.66584997,158.883796,152.303284,3:04:58,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Non-breeding,525,,-54.66402104,158.884633,93.306778,3:18:11,24/08/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS,,0,,1,Prospecting,912,,-54.48872502,158.941899,58.140434,6:00:37,18/10/2018,20,10,n,y,n,y,n,n,n,y,,2,,,,,,,,,,,,,
,SS,,0,,1,Prospecting,913,,-54.48868998,158.941879,56.794567,6:04:02,18/10/2018,17,9,y,n,n,y,n,n,n,n,,2,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1040,,-54.55968596,158.873398,70.02021,23:44:04,4/07/2018,20,11,n,n,n,n,n,n,n,n,,0,,,,,,,,,,Camera,,,
,SS?,,0,,1,Non-breeding,1041,,-54.55964204,158.873318,69.642441,23:48:24,4/07/2018,18,10,n,n,n,n,n,n,n,n,,0,,,,,,,,,,Camera,,,
,SS?,,0,,1,Non-breeding,1042,,-54.55957599,158.873357,65.555191,23:50:17,4/07/2018,16,10,n,n,n,n,n,n,n,n,,0,,,,,,,,,,Camera,,,
,SS?,,0,,1,Non-breeding,1043,,-54.55959996,158.873316,66.18222,23:51:58,4/07/2018,20,11,n,n,n,n,n,n,n,n,,0,,,,,,,,,,Camera,,,
,SS?,,0,,1,Non-breeding,1046,,-54.55942998,158.873235,50.91243,0:07:30,5/07/2018,14,9,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1119,,-54.56303998,158.865806,92.697281,2:06:42,6/07/2018,,,n,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1186,,-54.53072397,158.864161,48.482784,2:24:02,7/07/2018,19,10,y,n,n,n,n,n,n,n,,0,,,,,,,,,,Camera,,,
,SS?,,0,,1,Non-breeding,1187,,-54.53069396,158.864177,47.396812,2:31:39,7/07/2018,,,y,n,n,n,n,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1318,,-54.58007896,158.921723,112.42305,3:56:01,9/07/2018,,,,,,,,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1319,,-54.58009003,158.921744,111.958755,3:56:13,9/07/2018,,,,,,,,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1320,,-54.58004904,158.921658,115.700005,3:57:14,9/07/2018,,,,,,,,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1321,,-54.58008399,158.921695,115.40184,3:57:33,9/07/2018,,,,,,,,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1322,,-54.58010998,158.921801,118.010529,3:58:02,9/07/2018,,,,,,,,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,1323,,-54.58025699,158.921571,133.144073,4:01:54,9/07/2018,,,,,,,,n,n,n,,,,,,,,,,,,,,,
,SS?,,0,,1,Non-breeding,25,,-54.63445304,158.898433,114.078201,23:28:17,30/07/2018,,,n,n,n,n,n,,,,,0,,,,,,,,,,Camera,,,
,SS?,,0,,1,Non-breeding,41,,-54.63457801,158.898127,121.983307,23:42:21,30/07/2018,,,n,n,n,n,n,,,,,0,,,,,,,,,,Camera,,,
,SS?,,0,,1,Non-breeding,42,,-54.63454197,158.898122,123.172012,23:43:13,30/07/2018,,,n,n,n,n,n,,,,,0,,,,,,,,,,Camera,,,
SLAB3,WHP,,2,,1,Incubation,1089,AP054,-54.571082,158.894931,145.954102,4:58:26,21/12/2017,34,13,y,y,n,y,n,n,n,,,Empty,uncertain,empty,,,,,,,N,BS,New - wood,WHP,JB
SLAB3,WHP,,2,,2,Early chick rearing,,AP054,,,,,20/02/2018,,,n,n,y,n,n,n,n,,,,,,,,,,,,N,,,,
SLBC2,WHP,,1,White-headed Petrel,1,Incubation,1156,AP094,-54.57203401,158.895504,164.580948,3:42:13,22/12/2017,23,12,y,y,n,y,n,n,n,,,1,occupied,occupied,,,,,,,,CAM,New - wood,,JB
7,WHP,,1,,1,Incubation,272,WHP_006,-54.76538801,158.831967,246.93959,4:33:16,1/12/2017,20,12,n,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
SLBC3,WHP,,1,,1,Incubation,1132,WHP_075,-54.57186302,158.894736,162.223358,0:44:03,22/12/2017,32,16,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,,,,,N,BS,New - wood,WHP?,JB
11,WHP,,3,White-headed Petrel,1,Incubation,484,WHP_155,-54.77197199,158.814821,214.909119,1:23:15,4/12/2017,23,13,y,y,y,y,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JM
11,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP_155,,,,,23/02/2018,,,n,y,y,n,y,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,PP
11,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP_155,,,,,8/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,293,WHP_16,-54.77173503,158.813188,284.055206,0:12:23,2/12/2017,22,15,y,y,y,y,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,Old - conduit,,JB
8,WHP,,2,,2,Early chick rearing,,WHP_16,,,,,25/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,1,Incubation,388,WHP_18,-54.75843304,158.797343,182.491272,2:59:08,3/12/2017,24,11,y,y,n,y,y,n,n,,,1,occupied,,,,successful,correct,,Outside - bottom of site between site and cliff edge,,CAM,Old - conduit,,JM
9,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP_18,,,,,1/03/2018,,,n,y,n,n,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP_18,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,1,Incubation,391,WHP_19,-54.758427,158.797495,184.977295,3:01:52,3/12/2017,29,12,y,n,n,n,y,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,Old - conduit,,PP
9,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP_19,,,,,1/03/2018,,,,,,,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP_19,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
13,WHP,,3,White-headed Petrel,1,Incubation,913,WHP_203,-54.563877,158.873633,150.68956,3:03:58,15/12/2017,20,12,y,n,n,y,n,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,JB
13,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP_203,,,,,20/02/2018,,,n,y,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
13,WHP,,3,White-headed Petrel,3,Fledging,,WHP_203,,,,,23/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
14,WHP,,2,,1,Incubation,966,WHP_218,-54.54281503,158.877532,231.125885,23:34:57,15/12/2017,24,12,y,n,n,y,n,n,n,,,Empty,empty,empty,,,empty,correct,correct,,,CAM,New - wood,,JB
14,WHP,,2,,2,Early chick rearing,,WHP_218,,,,,19/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
13,WHP,,2,White-headed Petrel,1,Incubation,917,WHP_221,-54.56381396,158.873514,155.832535,3:09:14,15/12/2017,16,9,y,n,y,n,y,n,n,,,1,occupied,occupied,,,uncertain,correct,correct,,,CAM,New - wood,,JB
13,WHP,,2,White-headed Petrel,2,Early chick rearing,,WHP_221,,,,,20/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,uncertain,correct,,,,CAM,,,JB
8,WHP,,2,White-headed Petrel,1,Incubation,289,WHP001,-54.77179597,158.81297,292.624573,23:46:52,1/12/2017,29,12,y,y,n,y,y,n,n,,,1,uncertain,occupied,,,uncertain,uncertain,correct,,,BS,New - wood,Calling,JB
8,WHP,,2,White-headed Petrel,2,Early chick rearing,,WHP001,,,,,25/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,uncertain,correct,,,,CAM,,,JB
8,WHP,,2,White-headed Petrel,1,Incubation,339,WHP002,-54.77156798,158.813426,264.926086,4:24:02,2/12/2017,18,9,y,n,y,y,n,n,n,,,1,occupied,occupied,,,uncertain,correct,correct,,,CAM,New - wood,,JM
8,WHP,,2,White-headed Petrel,2,Early chick rearing,,WHP002,,,,,25/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,uncertain,correct,,,,CAM,,,JB
10,WHP,,2,,1,Incubation,426,WHP003,-54.75746401,158.802888,287.118134,5:57:26,3/12/2017,22,12,y,y,n,y,n,n,n,,,U,uncertain,,,,empty,uncertain,,Outside,,CAM,New - wood,,PP
10,WHP,,2,,2,Early chick rearing,,WHP003,,,,,1/03/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,1,Incubation,264,WHP004,-54.76526404,158.83225,245.253418,3:48:38,1/12/2017,30,12,y,n,n,y,n,n,n,,,1,occupied,occupied,,,non-breeding,correct,correct,,,CAM,New - wood,,PP
7,WHP,,3,Sooty Shearwater,2,Early chick rearing,,WHP004,,,,,22/02/2018,,,y,y,n,n,n,n,n,,,2SS,occupied,,,,non-breeding,correct,,,,CAM,,,JB
7,WHP,,3,,3,Late chick rearing,,WHP004,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,non-breeding,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,277,WHP005,-54.76543402,158.832274,254.127335,5:12:48,1/12/2017,29,10,n,n,n,n,n,n,n,,,U,uncertain,uncertain,,,empty,uncertain,uncertain,,,BS,New - wood,,JB
7,WHP,,2,,2,Early chick rearing,,WHP005,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,312,WHP006,-54.77183101,158.813416,270.861084,2:48:49,2/12/2017,25,13,y,y,n,n,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,Old - conduit,,JM
8,WHP,,2,,2,Early chick rearing,,WHP006,,,,,23/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,262,WHP007,-54.76519598,158.832376,244.076172,3:39:10,1/12/2017,20,10,n,n,n,y,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,Didn't record nesting material at this site,PP
7,WHP,,2,,2,Early chick rearing,,WHP007,,,,,22/02/2018,,,y,y,n,y,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,280,WHP008,-54.765488,158.831982,256.199066,5:41:54,1/12/2017,23,13,n,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,Burrow doesn't go anywhere,JB
7,WHP,,2,,2,Early chick rearing,,WHP008,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,3,Sooty Shearwater,1,Incubation,263,WHP009,-54.76522699,158.832259,249.547745,3:41:07,1/12/2017,20,15,y,y,y,y,n,n,n,,,SS,occupied,occupied,,,non-breeding,correct,correct,,,CAM,New - wood,,PP
7,WHP,,3,Sooty Shearwater,2,Early chick rearing,,WHP009,,,,,22/02/2018,,,y,y,n,n,n,n,n,,,SS,occupied,,,,non-breeding,correct,,,,CAM,,,JB
7,WHP,,3,Sooty Shearwater,3,Late chick rearing,,WHP009,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,non-breeding,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,266,WHP010,-54.765344,158.832283,247.611908,3:55:46,1/12/2017,18,14,y,n,n,n,n,n,n,,,Empty,empty,empty,,,empty,correct,correct,,,CAM,New - wood,Burrow doesn't go anywhere,PP
7,WHP,,2,,2,Early chick rearing,,WHP010,,,,,22/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,1,Incubation,366,WHP011,-54.75835098,158.798036,202.355606,0:37:15,3/12/2017,20,12,y,n,n,n,y,n,n,,,Empty,uncertain,empty,,,successful,uncertain,wrong,,,BS,New - wood,Old eggshell,PP
9,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP011,,,,,1/03/2018,,,n,n,n,n,y,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
9,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP011,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,336,WHP012,-54.77174903,158.813341,275.962433,4:17:10,2/12/2017,30,12,y,y,y,y,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JM
8,WHP,,2,,2,Early chick rearing,,WHP012,,,,,25/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
8,WHP,,2,,1,Incubation,335,WHP013,-54.77165398,158.81353,270.781586,4:10:55,2/12/2017,20,12,y,n,y,n,y,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,Outside,,BS,New - wood,Eggshell at entrance.,JM
8,WHP,,2,,2,Early chick rearing,,WHP013,,,,,25/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,278,WHP014,-54.76539798,158.832249,245.526962,5:18:17,1/12/2017,21,17,n,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,2,,2,Early chick rearing,,WHP014,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,275,WHP015,-54.76550703,158.832316,252.079926,5:05:41,1/12/2017,16,17,y,n,n,n,n,n,n,,,Empty,uncertain,empty,,,empty,uncertain,correct,,,BS,New - wood,,JB
7,WHP,,2,,2,Early chick rearing,,WHP015,,,,,22/02/2018,,,n,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,2,,1,Incubation,269,WHP016,-54.76520302,158.832083,249.409286,4:25:35,1/12/2017,18,13,y,n,n,n,n,n,n,,,U,uncertain,uncertain,,,empty,uncertain,uncertain,,,BS,New - wood,,PP
7,WHP,,2,,2,Early chick rearing,,WHP016,,,,,22/02/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,1,Incubation,268,WHP017,-54.76521802,158.832174,253.852722,3:59:52,1/12/2017,26,18,n,n,y,n,n,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,,PP
7,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP017,,,,,22/02/2018,,,y,n,y,n,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,3,Late chick rearing,,WHP017,,,,,6/04/2018,,,n,n,n,n,n,n,n,,,c,occupied,,,,successful,correct,,,,CAM,,,JB
7,WHP,,3,White-headed Petrel,1,Incubation,279,WHP018,-54.76549898,158.832307,260.621582,5:30:21,1/12/2017,18,13,n,n,n,y,n,n,n,,,1,occupied,occupied,,,successful,correct,correct,,,CAM,New - wood,POO109,JB
7,WHP,,3,White-headed Petrel,2,Early chick rearing,,WHP018,,,,,22/02/2018,,,n,n,n,y,n,n,n,,,C,occupied,,,,successful,correct,,,,CAM,,,JB
